id,timeframe,computed_at,start_time,end_time,rows,latest_close,latest_score,buyers_plus_sellers_mean_abs_diff
14716,30m,2026-03-05 16:59:19.541187+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,1425,2116.695,22.873911167297933,1.4460167955819582e-15
14718,5m,2026-03-05 17:00:19.88495+03,2026-02-03 16:35:00+03,2026-03-05 16:55:00+03,8461,2116.355,0.744309765817005,1.877760970523087e-15
14727,15m,2026-03-05 17:02:23.291648+03,2026-02-03 16:30:00+03,2026-03-05 17:00:00+03,2845,2117.775,-5.446399562056532,1.4335730415687083e-15
14729,1m,2026-03-05 17:03:23.908859+03,2026-02-03 16:39:00+03,2026-03-05 17:02:00+03,42212,2119.395,0,0
14732,30m,2026-03-05 17:03:24.572109+03,2026-02-03 16:30:00+03,2026-03-05 17:00:00+03,1426,2119.395,-21.90358528042998,1.4450027585584085e-15
14740,30m,2026-03-05 17:05:24.479485+03,2026-02-03 16:30:00+03,2026-03-05 17:00:00+03,1426,2119.425,-18.275610184436715,1.4450027585584085e-15
14744,30m,2026-03-05 17:06:25.926677+03,2026-02-03 16:30:00+03,2026-03-05 17:00:00+03,1426,2120.545,-15.332891418833873,1.4649338310902486e-15
14751,15m,2026-03-05 17:08:27.38465+03,2026-02-03 16:30:00+03,2026-03-05 17:00:00+03,2845,2122.875,-0.6577133898166716,1.4335730415687083e-15
14753,1m,2026-03-05 17:09:28.163387+03,2026-02-03 16:39:00+03,2026-03-05 17:07:00+03,42217,2120.585,0,0
14758,5m,2026-03-05 17:10:28.994307+03,2026-02-03 16:35:00+03,2026-03-05 17:05:00+03,8463,2116.295,0.18067084191038366,1.8806755619787598e-15
12482,5m,2026-03-05 02:16:15.678258+03,2026-02-03 02:05:00+03,2026-03-05 02:15:00+03,8459,2133.435,-0.5448679585286555,1.8496454712658003e-15
12492,30m,2026-03-05 02:18:16.792212+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2134.685,1.2891971091333723,1.3861816178337393e-15
12495,15m,2026-03-05 02:19:17.941516+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2132.675,-110.8160764093753,1.3990996203433758e-15
12500,30m,2026-03-05 02:20:17.27069+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2132.355,4.432719646938494,1.3762090882090362e-15
12507,15m,2026-03-05 02:22:20.492432+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2125.435,-56.987062338161124,1.3990996203433758e-15
12512,30m,2026-03-05 02:23:24.746559+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2125.875,12.087834308349493,1.3762090882090362e-15
12515,15m,2026-03-05 02:24:20.339825+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2126.325,-30.710321198997967,1.3990996203433758e-15
12517,1m,2026-03-05 02:25:20.650022+03,2026-02-03 02:05:00+03,2026-03-05 02:23:00+03,42207,2127.275,0,0
12525,1m,2026-03-05 02:27:21.444465+03,2026-02-03 02:05:00+03,2026-03-05 02:26:00+03,42210,2128.455,0,0
12532,30m,2026-03-05 02:28:22.812198+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2128.295,24.683563474299717,1.3762090882090362e-15
12533,1m,2026-03-05 02:29:22.856806+03,2026-02-03 02:05:00+03,2026-03-05 02:28:00+03,42212,2126.495,0,0
12536,30m,2026-03-05 02:29:23.478945+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2126.495,25.760731336151075,1.3762090882090362e-15
12537,1m,2026-03-05 02:30:24.044564+03,2026-02-03 02:05:00+03,2026-03-05 02:29:00+03,42213,2125.745,0,0
12547,15m,2026-03-05 02:32:26.32101+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2123.915,-0.766166974648629,1.398607845432886e-15
12549,1m,2026-03-05 02:33:26.3313+03,2026-02-03 02:05:00+03,2026-03-05 02:31:00+03,42215,2122.875,0,0
12556,30m,2026-03-05 02:34:27.783518+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2119.785,-24.217248564140718,1.3852095409628881e-15
12559,15m,2026-03-05 02:35:28.385264+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2117.425,-0.3136887053601737,1.398607845432886e-15
12563,15m,2026-03-05 02:36:30.638036+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2118.245,-0.19881639233316445,1.4036028734522893e-15
12568,30m,2026-03-05 02:37:28.941164+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2118.465,-13.209575261177312,1.3852095409628881e-15
12570,5m,2026-03-05 02:38:29.832249+03,2026-02-03 02:05:00+03,2026-03-05 02:35:00+03,8463,2128.175,-0.07746142317699409,1.8521295936272965e-15
12580,30m,2026-03-05 02:40:31.946955+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2130.075,-4.806442339473122,1.375244004696968e-15
12588,30m,2026-03-05 02:42:34.116623+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2129.605,-2.5719766154788193,1.3852095409628881e-15
12595,15m,2026-03-05 02:44:35.764318+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2129.115,0.0097769749469436,1.4036028734522893e-15
12599,15m,2026-03-05 02:45:35.730545+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2131.135,0.009685744219010878,1.398607845432886e-15
12603,15m,2026-03-05 02:46:36.533796+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2131.665,0.00712748527659919,1.398607845432886e-15
12609,1m,2026-03-05 02:48:42.37214+03,2026-02-03 02:05:00+03,2026-03-05 02:46:00+03,42230,2132.585,0,0
12614,5m,2026-03-05 02:49:42.517398+03,2026-02-03 02:05:00+03,2026-03-05 02:45:00+03,8465,2133.025,0.3483085240761066,1.8533707744339058e-15
12619,15m,2026-03-05 02:50:43.486612+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2128.55,-0.9583459588974006,1.3981164161126356e-15
12623,15m,2026-03-05 02:51:44.180633+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2127.875,-0.8040554539366201,1.4031096890273236e-15
12630,5m,2026-03-05 02:53:44.924222+03,2026-02-03 02:05:00+03,2026-03-05 02:50:00+03,8466,2125.835,0.08472380997894158,1.854830434715121e-15
12637,1m,2026-03-05 02:55:50.591467+03,2026-02-03 02:05:00+03,2026-03-05 02:54:00+03,42238,2126.195,0,0
12644,30m,2026-03-05 02:56:51.582802+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2124.635,8.661421243164416,1.375244004696968e-15
12650,5m,2026-03-05 02:58:52.616829+03,2026-02-03 02:05:00+03,2026-03-05 02:55:00+03,8467,2124.915,0.021995828451473548,1.852932987549665e-15
12652,30m,2026-03-05 02:58:53.168196+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2124.915,9.478958365314632,1.3852095409628881e-15
12653,1m,2026-03-05 02:59:52.395586+03,2026-02-03 02:05:00+03,2026-03-05 02:57:00+03,42241,2124.915,0,0
12657,1m,2026-03-05 03:00:54.348524+03,2026-02-03 02:05:00+03,2026-03-05 02:58:00+03,42242,2128.175,0,0
12662,5m,2026-03-05 03:01:54.094645+03,2026-02-03 02:05:00+03,2026-03-05 03:00:00+03,8468,2126.995,-0.07754665649334866,1.8527141716560006e-15
12667,15m,2026-03-05 03:02:54.860189+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2128.26,-0.23252444133396727,1.402616851061385e-15
12675,15m,2026-03-05 03:04:55.511084+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2129.635,-0.026717535872717253,1.397625332018462e-15
12678,5m,2026-03-05 03:05:56.553776+03,2026-02-03 02:05:00+03,2026-03-05 03:00:00+03,8468,2127.535,-1.0854637774577172,1.8543923547825005e-15
12680,30m,2026-03-05 03:05:56.973337+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,1427,2127.535,0.11923024252269104,1.384238826498303e-15
12683,15m,2026-03-05 03:06:57.438503+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2127.105,0.001949232997218994,1.402616851061385e-15
12686,5m,2026-03-05 03:07:58.60871+03,2026-02-03 02:05:00+03,2026-03-05 03:05:00+03,8469,2127.105,0.07330268783888795,1.8541733924073933e-15
12691,15m,2026-03-05 03:08:59.490904+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2128.035,0.0034735664231279276,1.397625332018462e-15
12693,1m,2026-03-05 03:09:59.468824+03,2026-02-03 02:05:00+03,2026-03-05 03:08:00+03,42252,2128.705,0,0
12698,5m,2026-03-05 03:11:00.2917+03,2026-02-03 02:05:00+03,2026-03-05 03:05:00+03,8469,2124.075,0.05991383547291278,1.8541733924073933e-15
12701,1m,2026-03-05 03:12:01.296527+03,2026-02-03 02:05:00+03,2026-03-05 03:10:00+03,42254,2122.265,0,0
12713,1m,2026-03-05 03:15:02.901022+03,2026-02-03 02:05:00+03,2026-03-05 03:13:00+03,42257,2127.185,0,0
12715,15m,2026-03-05 03:15:03.532813+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2127.185,0.006184814393844147,1.397625332018462e-15
12722,5m,2026-03-05 03:21:21.29491+03,2026-02-03 02:05:00+03,2026-03-05 03:20:00+03,8472,2132.545,-7.596596203925225e-14,1.855194206210271e-15
12728,30m,2026-03-05 03:47:04.406527+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2134.185,0.0015325470445358702,1.3733178926455718e-15
12730,5m,2026-03-05 03:48:07.380239+03,2026-02-03 02:05:00+03,2026-03-05 03:45:00+03,8477,2134.185,-1.6962516107899397e-15,1.8574527573957557e-15
12743,15m,2026-03-05 03:51:07.214027+03,2026-02-03 02:00:00+03,2026-03-05 03:45:00+03,2850,2133.855,-0.714957289721457,1.3961541474584425e-15
12747,15m,2026-03-05 03:52:07.654877+03,2026-02-03 02:00:00+03,2026-03-05 03:45:00+03,2850,2133.455,-0.58217018850837,1.3961541474584425e-15
12754,5m,2026-03-05 03:54:07.86672+03,2026-02-03 02:05:00+03,2026-03-05 03:50:00+03,8478,2129.495,0.5153291498881643,1.8572336664831115e-15
12760,30m,2026-03-05 03:55:09.533865+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2129.005,0.12244848855028875,1.383269471577786e-15
12761,1m,2026-03-05 03:56:08.780742+03,2026-02-03 02:05:00+03,2026-03-05 03:54:00+03,42298,2129.135,0,0
12765,1m,2026-03-05 03:57:08.982263+03,2026-02-03 02:05:00+03,2026-03-05 03:55:00+03,42299,2130.555,0,0
12772,30m,2026-03-05 03:58:10.423055+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2131.615,0.24265380867227793,1.3733178926455718e-15
12780,30m,2026-03-05 04:00:11.600314+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2130.495,0.26237819683615315,1.3733178926455718e-15
12782,5m,2026-03-05 04:01:12.369542+03,2026-02-03 02:05:00+03,2026-03-05 03:55:00+03,8479,2129.625,0.2766535104269342,1.8570146272489467e-15
12785,1m,2026-03-05 04:02:12.777482+03,2026-02-03 02:05:00+03,2026-03-05 04:00:00+03,42304,2128.575,0,0
12796,30m,2026-03-05 04:04:14.970841+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2126.005,-1.5770781511304435,1.3723568584309843e-15
12797,1m,2026-03-05 04:05:15.163937+03,2026-02-03 02:05:00+03,2026-03-05 04:03:00+03,42307,2127.445,0,0
12804,30m,2026-03-05 04:07:05.66399+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2129.515,-0.8035291206107882,1.3723568584309843e-15
12805,1m,2026-03-05 04:08:04.801291+03,2026-02-03 02:05:00+03,2026-03-05 04:06:00+03,42310,2129.515,0,0
12811,15m,2026-03-05 04:09:06.518406+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,2851,2134.495,-0.05843526683571798,1.4006489564965847e-15
12814,5m,2026-03-05 04:10:06.825322+03,2026-02-03 02:05:00+03,2026-03-05 04:05:00+03,8481,2134.975,0.08512755137135687,1.8565767037429337e-15
12818,5m,2026-03-05 04:11:07.65556+03,2026-02-03 02:05:00+03,2026-03-05 04:05:00+03,8481,2138.385,0.18453209060962075,1.8565767037429337e-15
12826,5m,2026-03-05 04:13:08.419741+03,2026-02-03 02:05:00+03,2026-03-05 04:10:00+03,8482,2134.425,0.044608745287952015,1.856357819434546e-15
12832,30m,2026-03-05 04:14:09.643243+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2140.145,-0.14410685427431624,1.3723568584309843e-15
14515,15m,2026-03-05 16:05:15.938539+03,2026-02-03 16:00:00+03,2026-03-05 16:00:00+03,2843,2129.025,56.12906296301865,1.4345815347389993e-15
14524,30m,2026-03-05 16:07:15.467018+03,2026-02-03 16:00:00+03,2026-03-05 16:00:00+03,1425,2125.735,28.03175007423894,1.4460167955819582e-15
14528,30m,2026-03-05 16:08:16.907045+03,2026-02-03 16:00:00+03,2026-03-05 16:00:00+03,1425,2128.295,18.921153467997172,1.4559893252066614e-15
14530,5m,2026-03-05 16:09:16.67005+03,2026-02-03 16:05:00+03,2026-03-05 16:05:00+03,8457,2127.925,28.22226818836782,1.8702472860375817e-15
14634,5m,2026-03-05 16:38:59.545341+03,2026-02-03 16:35:00+03,2026-03-05 16:35:00+03,8457,2113.835,-165.37648107076689,1.875288383843613e-15
14648,30m,2026-03-05 16:42:02.995207+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,1425,2114.015,-6.102731042768795,1.4460167955819582e-15
14655,15m,2026-03-05 16:44:04.065024+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,2843,2119.955,18.57533952801705,1.4345815347389993e-15
14664,30m,2026-03-05 16:46:05.615508+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,1425,2119.645,0.20224590532625797,1.4460167955819582e-15
14665,1m,2026-03-05 16:47:06.090579+03,2026-02-03 16:39:00+03,2026-03-05 16:45:00+03,42195,2121.615,0,0
14671,15m,2026-03-05 16:48:08.647835+03,2026-02-03 16:30:00+03,2026-03-05 16:45:00+03,2844,2119.585,-91.03692865975741,1.4340771108519603e-15
12483,15m,2026-03-05 02:16:15.941155+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2133.435,-176.46480010241214,1.3990996203433758e-15
12488,30m,2026-03-05 02:17:16.879087+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2134.685,1.2891971091333723,1.3861816178337393e-15
12490,5m,2026-03-05 02:18:16.377374+03,2026-02-03 02:05:00+03,2026-03-05 02:15:00+03,8459,2134.685,-0.19342558565184031,1.8496454712658003e-15
12496,30m,2026-03-05 02:19:18.312476+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2132.675,2.6715877728939574,1.3762090882090362e-15
12498,5m,2026-03-05 02:20:16.855538+03,2026-02-03 02:05:00+03,2026-03-05 02:15:00+03,8459,2132.355,0.24246151253161874,1.8513254399045523e-15
12509,1m,2026-03-05 02:23:24.088595+03,2026-02-03 02:05:00+03,2026-03-05 02:21:00+03,42205,2125.875,0,0
12520,30m,2026-03-05 02:25:21.417266+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2127.275,17.210567182476996,1.3762090882090362e-15
12521,1m,2026-03-05 02:26:20.774365+03,2026-02-03 02:05:00+03,2026-03-05 02:24:00+03,42208,2128.155,0,0
12526,5m,2026-03-05 02:27:21.620021+03,2026-02-03 02:05:00+03,2026-03-05 02:25:00+03,8461,2128.455,-0.47903548424272746,1.8492082545133445e-15
12531,15m,2026-03-05 02:28:22.623656+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2128.295,1.7700286089458892,1.3990996203433758e-15
12538,5m,2026-03-05 02:30:24.183018+03,2026-02-03 02:05:00+03,2026-03-05 02:25:00+03,8461,2125.745,0.2237442860305799,1.8508878260433293e-15
12543,15m,2026-03-05 02:31:25.258425+03,2026-02-03 02:00:00+03,2026-03-05 02:15:00+03,2844,2125.745,9.051944441759385,1.3990996203433758e-15
12545,1m,2026-03-05 02:32:25.926619+03,2026-02-03 02:05:00+03,2026-03-05 02:30:00+03,42214,2123.915,0,0
12552,30m,2026-03-05 02:33:27.057841+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2122.875,-31.248422792603478,1.375244004696968e-15
12555,15m,2026-03-05 02:34:27.629528+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2119.785,-0.42102689750818684,1.4036028734522893e-15
12558,5m,2026-03-05 02:35:28.117359+03,2026-02-03 02:05:00+03,2026-03-05 02:30:00+03,8462,2117.425,-0.9953908897934569,1.8506690966854892e-15
12566,5m,2026-03-05 02:37:28.529996+03,2026-02-03 02:05:00+03,2026-03-05 02:35:00+03,8463,2118.465,0.6501587551599368,1.8521295936272965e-15
12572,30m,2026-03-05 02:38:30.426137+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2128.175,-8.342077646462602,1.375244004696968e-15
12574,5m,2026-03-05 02:39:30.532666+03,2026-02-03 02:05:00+03,2026-03-05 02:35:00+03,8463,2128.43,-0.22870284979438693,1.8521295936272965e-15
12582,5m,2026-03-05 02:41:32.382611+03,2026-02-03 02:05:00+03,2026-03-05 02:40:00+03,8464,2129.255,0,1.8519107692424163e-15
12587,15m,2026-03-05 02:42:33.946574+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,2845,2129.605,0.007422114987868475,1.4036028734522893e-15
12592,30m,2026-03-05 02:43:34.674265+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2129.115,-1.5016277570400494,1.3852095409628881e-15
12596,30m,2026-03-05 02:44:35.929178+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2129.115,-1.5016277570400494,1.3852095409628881e-15
12601,1m,2026-03-05 02:46:36.102085+03,2026-02-03 02:05:00+03,2026-03-05 02:44:00+03,42228,2131.665,0,0
12607,15m,2026-03-05 02:47:42.126867+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2130.505,-0.23755902079869187,1.3981164161126356e-15
12620,30m,2026-03-05 02:50:43.651849+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2128.55,4.74212391844749,1.375244004696968e-15
12625,1m,2026-03-05 02:52:43.551968+03,2026-02-03 02:05:00+03,2026-03-05 02:51:00+03,42235,2125.415,0,0
12631,15m,2026-03-05 02:53:45.176256+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2125.835,-0.4491619382168832,1.3981164161126356e-15
12634,5m,2026-03-05 02:54:44.894643+03,2026-02-03 02:05:00+03,2026-03-05 02:50:00+03,8466,2124.515,0.3414208829985744,1.853151855136193e-15
12639,15m,2026-03-05 02:55:51.419965+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2126.195,-0.19836181648207762,1.3981164161126356e-15
12642,5m,2026-03-05 02:56:51.175965+03,2026-02-03 02:05:00+03,2026-03-05 02:55:00+03,8467,2124.635,0.3893646810850804,1.852932987549665e-15
12645,1m,2026-03-05 02:57:52.670829+03,2026-02-03 02:05:00+03,2026-03-05 02:56:00+03,42240,2124.825,0,0
12651,15m,2026-03-05 02:58:52.942125+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2124.915,0.10853496909338156,1.3981164161126356e-15
12655,15m,2026-03-05 02:59:52.795473+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2124.915,0.10853496909338156,1.3981164161126356e-15
12659,15m,2026-03-05 03:00:54.799193+03,2026-02-03 02:00:00+03,2026-03-05 02:45:00+03,2846,2128.175,0.2036756509834557,1.3981164161126356e-15
12660,30m,2026-03-05 03:00:55.035878+03,2026-02-03 02:00:00+03,2026-03-05 02:30:00+03,1426,2128.175,9.774407820430879,1.375244004696968e-15
12663,15m,2026-03-05 03:01:54.405154+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2126.995,-1.0635377356978664,1.397625332018462e-15
12665,1m,2026-03-05 03:02:53.986244+03,2026-02-03 02:05:00+03,2026-03-05 03:01:00+03,42245,2128.26,0,0
12668,30m,2026-03-05 03:02:55.169425+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,1427,2128.26,-0.047150364468777926,1.384238826498303e-15
12670,5m,2026-03-05 03:03:54.488736+03,2026-02-03 02:05:00+03,2026-03-05 03:00:00+03,8468,2130.105,-0.38859598937170725,1.8527141716560006e-15
12677,1m,2026-03-05 03:05:56.414917+03,2026-02-03 02:05:00+03,2026-03-05 03:04:00+03,42248,2127.535,0,0
12687,15m,2026-03-05 03:07:58.861282+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2127.105,0.001949232997218994,1.402616851061385e-15
12699,15m,2026-03-05 03:11:00.83859+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2124.075,-0.00018956002778884986,1.397625332018462e-15
12702,5m,2026-03-05 03:12:01.446287+03,2026-02-03 02:05:00+03,2026-03-05 03:10:00+03,8470,2122.265,-0.6805640087670329,1.8539544817353264e-15
12704,30m,2026-03-05 03:12:02.060611+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,1427,2122.265,0.036994818469675714,1.3742802737896821e-15
12706,5m,2026-03-05 03:13:01.811592+03,2026-02-03 02:05:00+03,2026-03-05 03:10:00+03,8470,2123.305,-0.1384349919522857,1.8539544817353264e-15
12712,30m,2026-03-05 03:14:02.754858+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,1427,2124.375,0.013579900545703197,1.384238826498303e-15
12716,30m,2026-03-05 03:15:03.781331+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,1427,2127.185,0.005531193044587976,1.3742802737896821e-15
12719,15m,2026-03-05 03:16:03.525449+03,2026-02-03 02:00:00+03,2026-03-05 03:00:00+03,2847,2126.975,0.0127493483207992,1.397625332018462e-15
12734,5m,2026-03-05 03:49:07.572502+03,2026-02-03 02:05:00+03,2026-03-05 03:45:00+03,8477,2133.3,8.339764671108418e-14,1.8591291588013476e-15
12741,1m,2026-03-05 03:51:06.033572+03,2026-02-03 02:05:00+03,2026-03-05 03:49:00+03,42293,2133.855,0,0
12744,30m,2026-03-05 03:51:07.65173+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2133.855,0.02976431992780855,1.383269471577786e-15
12750,5m,2026-03-05 03:53:07.981941+03,2026-02-03 02:05:00+03,2026-03-05 03:50:00+03,8478,2131.535,-0.3169496747926468,1.8572336664831115e-15
12755,15m,2026-03-05 03:54:08.414565+03,2026-02-03 02:00:00+03,2026-03-05 03:45:00+03,2850,2129.495,-0.26914748754157813,1.3961541474584425e-15
12758,5m,2026-03-05 03:55:08.719154+03,2026-02-03 02:05:00+03,2026-03-05 03:50:00+03,8478,2129.005,1.0414405384712464,1.8572336664831115e-15
12764,30m,2026-03-05 03:56:10.011548+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2129.135,0.15823887580000384,1.3733178926455718e-15
12768,30m,2026-03-05 03:57:10.147414+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2130.555,0.1958576621435758,1.3733178926455718e-15
12769,1m,2026-03-05 03:58:09.477073+03,2026-02-03 02:05:00+03,2026-03-05 03:57:00+03,42301,2131.615,0,0
12773,1m,2026-03-05 03:59:10.216951+03,2026-02-03 02:05:00+03,2026-03-05 03:57:00+03,42301,2131.615,0,0
12778,5m,2026-03-05 04:00:10.948391+03,2026-02-03 02:05:00+03,2026-03-05 03:55:00+03,8479,2130.495,0.17561451128014588,1.8570146272489467e-15
12784,30m,2026-03-05 04:01:13.159162+03,2026-02-03 02:00:00+03,2026-03-05 03:30:00+03,1428,2129.625,0.2820204291229764,1.3733178926455718e-15
12788,30m,2026-03-05 04:02:13.808006+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2128.575,-2.565186450221614,1.3723568584309843e-15
12795,15m,2026-03-05 04:04:14.691459+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,2851,2126.005,-0.6835532595734964,1.4006489564965847e-15
12800,30m,2026-03-05 04:05:16.296067+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2127.445,-1.2691762746418678,1.3723568584309843e-15
12806,5m,2026-03-05 04:08:05.096208+03,2026-02-03 02:05:00+03,2026-03-05 04:05:00+03,8481,2129.515,-1.483857943573458e-14,1.858252314486384e-15
12820,30m,2026-03-05 04:11:08.449985+03,2026-02-03 02:00:00+03,2026-03-05 04:00:00+03,1429,2138.385,-0.4443754150856094,1.3723568584309843e-15
14516,30m,2026-03-05 16:05:16.330448+03,2026-02-03 16:00:00+03,2026-03-05 16:00:00+03,1425,2129.025,44.03472873806835,1.4460167955819582e-15
14523,15m,2026-03-05 16:07:15.30111+03,2026-02-03 16:00:00+03,2026-03-05 16:00:00+03,2843,2125.735,24.256261288549844,1.4345815347389993e-15
14533,1m,2026-03-05 16:10:18.472767+03,2026-02-03 16:06:00+03,2026-03-05 16:08:00+03,42191,2129.595,0,0
14635,15m,2026-03-05 16:38:59.796014+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,2843,2113.835,1.8346955285431248,1.4345815347389993e-15
14639,15m,2026-03-05 16:39:59.85916+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,2843,2113.835,1.8346955285431248,1.4345815347389993e-15
14641,1m,2026-03-05 16:41:01.53466+03,2026-02-03 16:39:00+03,2026-03-05 16:39:00+03,42189,2112.915,0,0
14646,5m,2026-03-05 16:42:02.594787+03,2026-02-03 16:35:00+03,2026-03-05 16:40:00+03,8458,2114.015,-606.036194414059,1.8750666661344803e-15
14649,1m,2026-03-05 16:43:02.887727+03,2026-02-03 16:39:00+03,2026-03-05 16:41:00+03,42191,2115.495,0,0
14654,5m,2026-03-05 16:44:03.774112+03,2026-02-03 16:35:00+03,2026-03-05 16:40:00+03,8458,2119.955,-58.11134756470372,1.8750666661344803e-15
14659,15m,2026-03-05 16:45:04.773751+03,2026-02-03 16:30:00+03,2026-03-05 16:30:00+03,2843,2119.095,22.66263629210818,1.4345815347389993e-15
14661,1m,2026-03-05 16:46:04.891348+03,2026-02-03 16:39:00+03,2026-03-05 16:44:00+03,42194,2119.645,0,0
14666,5m,2026-03-05 16:47:06.479753+03,2026-02-03 16:35:00+03,2026-03-05 16:45:00+03,8459,2121.615,0.5697489794831525,1.8748450008470782e-15
14673,1m,2026-03-05 16:49:08.563721+03,2026-02-03 16:39:00+03,2026-03-05 16:47:00+03,42197,2124.965,0,0
14678,5m,2026-03-05 16:50:08.956734+03,2026-02-03 16:35:00+03,2026-03-05 16:45:00+03,8459,2124.575,0.21017542349742138,1.8748450008470782e-15
14685,1m,2026-03-05 16:52:11.073211+03,2026-02-03 16:39:00+03,2026-03-05 16:51:00+03,42201,2126.495,0,0
12484,30m,2026-03-05 02:16:16.152276+03,2026-02-03 02:00:00+03,2026-03-05 02:00:00+03,1425,2133.435,-0.443475423907433,1.3762090882090362e-15
12486,5m,2026-03-05 02:17:16.456519+03,2026-02-03 02:05:00+03,2026-03-05 02:15:00+03,8459,2134.685,-0.19342558565184031,1.8496454712658003e-15
12489,1m,2026-03-05 02:18:16.181686+03,2026-02-03 02:05:00+03,2026-03-05 02:16:00+03,42200,2134.685,0,0
